counter_name,timestamp,time_range,Max Active Threads,Max Active Threads_extra,Throughput,Throughput_extra,Average Duration,Average Duration_extra,Median Duration,Median Duration_extra,> 500 ms,> 500 ms_extra,> 1 second,> 1 second_extra,> 2 seconds,> 2 seconds_extra,> 3 seconds,> 3 seconds_extra,Standard Deviation,Standard Deviation_extra,Max Duration,Max Duration_extra,Min Duration,Min Duration_extra,Total Hits,Total Hits_extra,Total Completions,Total Completions_extra,(SQL)Avg. Duration,(SQL)Avg. Duration_extra,(SQL)Std. Dev,(SQL)Std. Dev_extra,(SQL)Max Duration,(SQL)Max Duration_extra,(SQL)Min Duration,(SQL)Min Duration_extra,Max Active Threads,Max Active Threads_extra,Max Throughput,Max Throughput_extra,Average Duration,Average Duration_extra,Standard Deviation,Standard Deviation_extra,Max Duration,Max Duration_extra,Min Duration,Min Duration_extra,(SQL)Avg. Duration,(SQL)Avg. Duration_extra,(SQL)Std. Dev,(SQL)Std. Dev_extra,(SQL)Max Duration,(SQL)Max Duration_extra,(SQL)Min Duration,(SQL)Min Duration_extra
WebRequest,2023-01-24 08:54:55.558,08:44:51:756 -> 08:54:51:756,37, (2023-01-23 12:32:03:652),10.30, per minute,61.00,,0.0,,13.59,%,13.59,%,9.71,%,8.74,%,917.61,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 08:46:36:966),104,,103,,38.00,,226.16,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 08:44:17:527),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,917.61,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 08:46:36:966),38.00,,226.16,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 08:44:17:527)
WebRequest,2023-01-24 09:04:55.574,08:54:51:756 -> 09:04:51:756,37, (2023-01-23 12:32:03:652),11.80, per minute,61.00,,0.0,,10.17,%,10.17,%,10.17,%,10.17,%,918.00,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:03:05:036),117,,118,,38.00,,227.13,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 08:54:37:508),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,918.00,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:03:05:036),38.00,,227.13,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 08:54:37:508)
WebRequest,2023-01-24 09:14:55.595,09:04:51:756 -> 09:14:51:756,37, (2023-01-23 12:32:03:652),22.50, per minute,61.00,,0.0,,0.89,%,0.44,%,0.00,%,0.00,%,917.93,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:12:54:706),225,,225,,38.00,,228.74,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:04:02:888),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,917.93,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:12:54:706),38.00,,228.74,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:04:02:888)
WebRequest,2023-01-24 09:24:55.613,09:14:51:756 -> 09:24:51:757,37, (2023-01-23 12:32:03:652),10.40, per minute,61.00,,10.0,,0.00,%,0.00,%,0.00,%,0.00,%,917.90,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:20:32:664),104,,104,,38.00,,228.74,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:13:10:127),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,917.90,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:20:32:664),38.00,,228.74,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:13:10:127)
WebRequest,2023-01-24 09:34:55.632,09:24:51:757 -> 09:34:51:757,37, (2023-01-23 12:32:03:652),22.90, per minute,61.00,,0.0,,1.31,%,1.31,%,0.00,%,0.00,%,917.83,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:33:10:112),229,,229,,38.00,,228.72,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:23:20:065),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,917.83,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:33:10:112),38.00,,228.72,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:23:20:065)
WebRequest,2023-01-24 09:44:55.647,09:34:51:757 -> 09:44:51:757,37, (2023-01-23 12:32:03:652),23.60, per minute,61.00,,0.0,,1.27,%,0.00,%,0.00,%,0.00,%,917.76,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:44:06:362),236,,236,,38.00,,228.70,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:34:02:449),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,917.76,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:44:06:362),38.00,,228.70,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:34:02:449)
WebRequest,2023-01-24 09:54:55.665,09:44:51:757 -> 09:54:51:758,37, (2023-01-23 12:32:03:652),23.00, per minute,61.00,,0.0,,1.30,%,0.87,%,0.00,%,0.00,%,917.70,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:54:50:633),230,,230,,38.00,,228.69,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:44:06:439),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,917.70,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 09:54:50:633),38.00,,228.69,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:44:06:439)
WebRequest,2023-01-24 10:04:55.681,09:54:51:758 -> 10:04:51:758,37, (2023-01-23 12:32:03:652),26.40, per minute,61.00,,0.0,,2.27,%,2.27,%,0.38,%,0.00,%,917.62,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:03:11:280),264,,264,,38.00,,228.67,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:54:50:636),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,917.62,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:03:11:280),38.00,,228.67,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 09:54:50:636)
WebRequest,2023-01-24 10:14:55.697,10:04:51:758 -> 10:14:51:759,37, (2023-01-23 12:32:03:652),54.30, per minute,61.00,,0.0,,3.13,%,1.10,%,0.37,%,0.00,%,917.46,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:14:35:683),543,,543,,38.00,,228.64,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:04:06:847),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,917.46,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:14:35:683),38.00,,228.64,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:04:06:847)
WebRequest,2023-01-24 10:24:55.710,10:14:51:759 -> 10:24:51:759,37, (2023-01-23 12:32:03:652),26.70, per minute,61.00,,0.0,,0.75,%,0.00,%,0.00,%,0.00,%,917.38,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:24:44:769),267,,267,,38.00,,228.65,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:14:37:734),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,917.38,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:24:44:769),38.00,,228.65,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:14:37:734)
WebRequest,2023-01-24 10:34:55.724,10:24:51:759 -> 10:34:51:759,37, (2023-01-23 12:32:03:652),36.10, per minute,61.00,,0.0,,1.94,%,0.28,%,0.00,%,0.00,%,917.28,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:33:29:650),361,,361,,38.00,,228.62,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:24:51:444),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,917.28,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:33:29:650),38.00,,228.62,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:24:51:444)
WebRequest,2023-01-24 10:44:55.740,10:34:51:759 -> 10:44:51:759,37, (2023-01-23 12:32:03:652),80.80, per minute,61.00,,0.0,,1.98,%,0.50,%,0.00,%,0.00,%,917.04,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:44:51:473),808,,808,,38.00,,228.57,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:33:31:078),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,917.04,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:44:51:473),38.00,,228.57,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:33:31:078)
WebRequest,2023-01-24 10:54:55.756,10:44:51:759 -> 10:54:51:759,37, (2023-01-23 12:32:03:652),87.60, per minute,61.00,,0.0,,2.17,%,0.46,%,0.11,%,0.00,%,916.78,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:54:10:505),876,,876,,38.00,,228.52,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:44:51:669),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,916.78,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 10:54:10:505),38.00,,228.52,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:44:51:669)
WebRequest,2023-01-24 11:04:55.774,10:54:51:759 -> 11:04:51:759,37, (2023-01-23 12:32:03:652),117.10, per minute,61.00,,0.0,,2.48,%,0.94,%,0.17,%,0.00,%,916.44,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:04:42:908),1171,,1171,,38.00,,228.45,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:54:40:568),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,916.44,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:04:42:908),38.00,,228.45,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 10:54:40:568)
WebRequest,2023-01-24 11:14:55.790,11:04:51:759 -> 11:14:51:759,37, (2023-01-23 12:32:03:652),108.50, per minute,61.00,,0.0,,2.12,%,0.74,%,0.18,%,0.00,%,916.13,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:14:27:339),1085,,1085,,38.00,,228.40,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:04:42:981),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,916.13,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:14:27:339),38.00,,228.40,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:04:42:981)
WebRequest,2023-01-24 11:24:55.807,11:14:51:759 -> 11:24:51:759,37, (2023-01-23 12:32:03:652),223.00, per minute,61.00,,0.0,,1.97,%,0.67,%,0.18,%,0.04,%,915.48,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:24:43:202),2230,,2230,,38.00,,228.26,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:14:50:361),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,915.48,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:24:43:202),38.00,,228.26,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:14:50:361)
WebRequest,2023-01-24 11:34:55.823,11:24:51:759 -> 11:34:51:760,37, (2023-01-23 12:32:03:652),270.90, per minute,60.00,,0.0,,1.66,%,0.70,%,0.15,%,0.04,%,914.70,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:34:50:241),2709,,2709,,38.00,,228.09,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:24:48:607),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),60.00,,914.70,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:34:50:241),38.00,,228.09,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:24:48:607)
WebRequest,2023-01-24 11:44:56.141,11:34:51:760 -> 11:44:51:760,37, (2023-01-23 12:32:03:652),163.00, per minute,61.00,,0.0,,4.05,%,1.04,%,0.25,%,0.18,%,914.26,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:44:48:878),1630,,1630,,38.00,,228.01,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:34:50:241),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,914.26,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:44:48:878),38.00,,228.01,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:34:50:241)
WebRequest,2023-01-24 11:54:56.156,11:44:51:760 -> 11:54:51:760,37, (2023-01-23 12:32:03:652),323.10, per minute,60.00,,0.0,,2.29,%,0.80,%,0.06,%,0.03,%,913.34,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:54:51:270),3231,,3231,,38.00,,227.81,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:44:50:701),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),60.00,,913.34,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 11:54:51:270),38.00,,227.81,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:44:50:701)
WebRequest,2023-01-24 12:04:56.170,11:54:51:760 -> 12:04:51:760,37, (2023-01-23 12:32:03:652),438.70, per minute,60.00,,0.0,,3.03,%,1.12,%,0.18,%,0.05,%,912.10,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:04:51:327),4390,,4387,,37.00,,227.56,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:54:51:270),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),60.00,,912.10,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:04:51:327),37.00,,227.56,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 11:54:51:270)
WebRequest,2023-01-24 12:14:52.366,12:04:51:760 -> 12:14:51:760,37, (2023-01-23 12:32:03:652),825.90, per minute,60.00,,0.0,,2.88,%,1.25,%,0.27,%,0.11,%,910.00,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:14:50:111),8257,,8259,,37.00,,227.07,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:04:51:410),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),60.00,,910.00,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:14:50:111),37.00,,227.07,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:04:51:410)
WebRequest,2023-01-24 12:24:56.230,12:14:51:760 -> 12:24:51:760,37, (2023-01-23 12:32:03:652),1030.80, per minute,60.00,,0.0,,2.83,%,1.27,%,0.34,%,0.15,%,907.53,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:24:51:364),10307,,10308,,37.00,,226.86,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:14:51:297),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),60.00,,907.53,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:24:51:364),37.00,,226.86,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:14:51:297)
WebRequest,2023-01-24 12:34:54.565,12:24:51:760 -> 12:34:51:760,37, (2023-01-23 12:32:03:652),1953.30, per minute,60.00,,0.0,,2.56,%,0.96,%,0.28,%,0.12,%,904.95,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:34:51:642),19538,,19533,,37.00,,226.07,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:24:51:364),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),60.00,,904.95,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:34:51:642),37.00,,226.07,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:24:51:364)
WebRequest,2023-01-24 12:44:53.574,12:34:51:760 -> 12:44:51:760,37, (2023-01-23 12:32:03:652),2124.30, per minute,61.00,,0.0,,3.24,%,1.12,%,0.32,%,0.15,%,906.07,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:44:51:730),21241,,21243,,37.00,,225.25,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:34:51:682),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,906.07,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:44:51:730),37.00,,225.25,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:34:51:682)
WebRequest,2023-01-24 12:54:52.532,12:44:51:760 -> 12:54:51:760,37, (2023-01-23 12:32:03:652),2543.90, per minute,61.00,,0.0,,3.62,%,1.27,%,0.47,%,0.15,%,899.65,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:54:51:637),25439,,25439,,37.00,,224.43,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:44:51:740),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,899.65,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 12:54:51:637),37.00,,224.43,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:44:51:740)
WebRequest,2023-01-24 13:04:51.810,12:54:51:760 -> 13:04:51:760,37, (2023-01-23 12:32:03:652),2519.80, per minute,61.00,,0.0,,3.78,%,1.47,%,0.46,%,0.13,%,893.42,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:04:51:569),25200,,25198,,37.00,,224.07,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:54:51:751),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,893.42,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:04:51:569),37.00,,224.07,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 12:54:51:751)
WebRequest,2023-01-24 13:14:56.088,13:04:51:760 -> 13:14:51:760,37, (2023-01-23 12:32:03:652),2783.70, per minute,61.00,,0.0,,3.42,%,1.37,%,0.33,%,0.12,%,886.70,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:14:51:650),27837,,27837,,37.00,,223.53,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:04:51:684),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,886.70,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:14:51:650),37.00,,223.53,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:04:51:684)
WebRequest,2023-01-24 13:24:53.218,13:14:51:760 -> 13:24:52:330,37, (2023-01-23 12:32:03:652),2854.49, per minute,61.00,,0.0,,4.51,%,1.54,%,0.48,%,0.15,%,880.16,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:24:49:368),28578,,28572,,37.00,,222.77,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:14:51:710),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),61.00,,880.16,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:24:49:368),37.00,,222.77,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:14:51:710)
WebRequest,2023-01-24 13:34:56.524,13:24:52:330 -> 13:34:52:892,37, (2023-01-23 12:32:03:652),2690.58, per minute,62.00,,0.0,,3.85,%,1.41,%,0.49,%,0.18,%,874.96,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:34:51:559),26928,,26931,,38.00,,222.84,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:24:50:915),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),62.00,,874.96,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:34:51:559),38.00,,222.84,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:24:50:915)
WebRequest,2023-01-24 13:44:53.313,13:34:52:892 -> 13:44:52:892,37, (2023-01-23 12:32:03:652),2807.00, per minute,62.00,,0.0,,4.17,%,1.52,%,0.40,%,0.14,%,895.00,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:44:52:879),28064,,28070,,38.00,,223.25,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:34:52:892),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),62.00,,895.00,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:44:52:879),38.00,,223.25,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:34:52:892)
WebRequest,2023-01-24 13:54:54.403,13:44:52:892 -> 13:54:52:893,37, (2023-01-23 12:32:03:652),2395.90, per minute,62.00,,0.0,,3.93,%,1.35,%,0.45,%,0.15,%,889.65,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:54:52:505),23959,,23959,,38.00,,223.13,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:44:52:879),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),62.00,,889.65,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 13:54:52:505),38.00,,223.13,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:44:52:879)
WebRequest,2023-01-24 14:04:55.914,13:54:52:893 -> 14:04:52:893,37, (2023-01-23 12:32:03:652),2639.10, per minute,62.00,,0.0,,3.54,%,1.28,%,0.42,%,0.14,%,883.72,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:04:51:942),26389,,26391,,38.00,,222.71,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:54:52:828),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),62.00,,883.72,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:04:51:942),38.00,,222.71,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 13:54:52:828)
WebRequest,2023-01-24 14:14:56.993,14:04:52:893 -> 14:14:52:893,37, (2023-01-23 12:32:03:652),2771.90, per minute,63.00,,0.0,,4.48,%,1.67,%,0.53,%,0.25,%,878.07,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:14:52:863),27724,,27719,,38.00,,222.08,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:04:52:659),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),63.00,,878.07,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:14:52:863),38.00,,222.08,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:04:52:659)
WebRequest,2023-01-24 14:24:57.350,14:14:52:893 -> 14:24:52:893,37, (2023-01-23 12:32:03:652),2504.20, per minute,63.00,,0.0,,4.68,%,1.94,%,0.68,%,0.25,%,913.68,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:24:52:813),25045,,25042,,39.00,,222.70,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:14:52:863),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),63.00,,913.68,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:24:52:813),39.00,,222.70,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:14:52:863)
WebRequest,2023-01-24 14:34:53.543,14:24:52:893 -> 14:34:52:893,37, (2023-01-23 12:32:03:652),2889.70, per minute,64.00,,0.0,,3.66,%,1.26,%,0.42,%,0.17,%,907.93,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:34:52:730),28892,,28897,,39.00,,222.46,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:24:52:835),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),64.00,,907.93,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:34:52:730),39.00,,222.46,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:24:52:835)
WebRequest,2023-01-24 14:44:55.962,14:34:52:893 -> 14:44:52:893,37, (2023-01-23 12:32:03:652),2323.70, per minute,64.00,,0.0,,4.15,%,1.37,%,0.43,%,0.19,%,902.94,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:44:52:257),23236,,23237,,39.00,,222.26,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:34:52:877),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),64.00,,902.94,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:44:52:257),39.00,,222.26,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:34:52:877)
WebRequest,2023-01-24 14:54:54.924,14:44:52:893 -> 14:54:52:894,37, (2023-01-23 12:32:03:652),2666.30, per minute,64.00,,0.0,,3.27,%,1.06,%,0.32,%,0.12,%,897.24,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:54:52:759),26662,,26663,,39.00,,221.81,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:44:52:671),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),64.00,,897.24,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 14:54:52:759),39.00,,221.81,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:44:52:671)
WebRequest,2023-01-24 15:04:56.689,14:54:52:894 -> 15:04:52:895,37, (2023-01-23 12:32:03:652),2083.10, per minute,64.00,,0.0,,3.93,%,1.41,%,0.45,%,0.16,%,920.08,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 15:04:52:827),20834,,20831,,39.00,,221.44,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:54:52:762),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),64.00,,920.08,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 15:04:52:827),39.00,,221.44,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 14:54:52:762)
WebRequest,2023-01-24 15:14:56.545,15:04:52:895 -> 15:14:52:895,37, (2023-01-23 12:32:03:652),2577.20, per minute,64.00,,0.0,,4.47,%,1.49,%,0.45,%,0.18,%,915.30,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 15:14:52:217),25769,,25772,,39.00,,220.99,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 15:04:52:856),37, (2023-01-23 12:32:03:652),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),64.00,,915.30,,470655, (2023-01-23 13:14:54:290),0, (2023-01-24 15:14:52:217),39.00,,220.99,,83481, (2023-01-23 16:08:09:707),0, (2023-01-24 15:04:52:856)
