counter_name,timestamp,time_range,Max Active Threads,Max Active Threads_extra,Throughput,Throughput_extra,Average Duration,Average Duration_extra,Median Duration,Median Duration_extra,> 500 ms,> 500 ms_extra,> 1 second,> 1 second_extra,> 2 seconds,> 2 seconds_extra,> 3 seconds,> 3 seconds_extra,Standard Deviation,Standard Deviation_extra,Max Duration,Max Duration_extra,Min Duration,Min Duration_extra,Total Hits,Total Hits_extra,Total Completions,Total Completions_extra,(SQL)Avg. Duration,(SQL)Avg. Duration_extra,(SQL)Std. Dev,(SQL)Std. Dev_extra,(SQL)Max Duration,(SQL)Max Duration_extra,(SQL)Min Duration,(SQL)Min Duration_extra,Max Active Threads,Max Active Threads_extra,Max Throughput,Max Throughput_extra,Average Duration,Average Duration_extra,Standard Deviation,Standard Deviation_extra,Max Duration,Max Duration_extra,Min Duration,Min Duration_extra,(SQL)Avg. Duration,(SQL)Avg. Duration_extra,(SQL)Std. Dev,(SQL)Std. Dev_extra,(SQL)Max Duration,(SQL)Max Duration_extra,(SQL)Min Duration,(SQL)Min Duration_extra
WebRequest,2023-01-27 03:54:56.318,03:44:54:247 -> 03:54:54:247,50, (2023-01-26 12:37:17:318),179.60, per minute,74.00,,0.0,,1.22,%,0.39,%,0.00,%,0.00,%,1012.18,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 03:54:52:193),1797,,1796,,46.00,,226.12,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 03:44:50:071),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1012.18,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 03:54:52:193),46.00,,226.12,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 03:44:50:071)
WebRequest,2023-01-27 04:04:56.338,03:54:54:247 -> 04:04:54:247,50, (2023-01-26 12:37:17:318),101.40, per minute,74.00,,0.0,,1.18,%,0.20,%,0.00,%,0.00,%,1012.08,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:03:20:235),1013,,1014,,46.00,,226.11,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 03:54:52:405),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1012.08,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:03:20:235),46.00,,226.11,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 03:54:52:405)
WebRequest,2023-01-27 04:14:56.717,04:04:54:247 -> 04:14:54:248,50, (2023-01-26 12:37:17:318),179.70, per minute,74.00,,0.0,,1.22,%,0.11,%,0.00,%,0.00,%,1011.90,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:14:51:653),1797,,1797,,46.00,,226.07,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:04:45:039),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.90,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:14:51:653),46.00,,226.07,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:04:45:039)
WebRequest,2023-01-27 04:24:56.736,04:14:54:248 -> 04:24:54:248,50, (2023-01-26 12:37:17:318),85.80, per minute,74.00,,0.0,,1.98,%,0.23,%,0.00,%,0.00,%,1011.81,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:24:35:200),858,,858,,46.00,,226.06,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:14:53:339),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.81,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:24:35:200),46.00,,226.06,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:14:53:339)
WebRequest,2023-01-27 04:34:56.753,04:24:54:248 -> 04:34:54:248,50, (2023-01-26 12:37:17:318),109.80, per minute,74.00,,0.0,,1.64,%,0.27,%,0.00,%,0.00,%,1011.70,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:34:31:261),1098,,1098,,46.00,,226.04,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:24:54:153),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.70,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:34:31:261),46.00,,226.04,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:24:54:153)
WebRequest,2023-01-27 04:44:56.773,04:34:54:248 -> 04:44:54:248,50, (2023-01-26 12:37:17:318),27.50, per minute,74.00,,0.0,,2.55,%,0.00,%,0.00,%,0.00,%,1011.67,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:44:29:274),275,,275,,46.00,,226.04,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:34:46:185),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.67,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:44:29:274),46.00,,226.04,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:34:46:185)
WebRequest,2023-01-27 04:54:56.790,04:44:54:248 -> 04:54:54:248,50, (2023-01-26 12:37:17:318),68.40, per minute,74.00,,0.0,,1.90,%,0.58,%,0.00,%,0.00,%,1011.60,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:54:52:447),685,,684,,46.00,,226.02,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:44:48:110),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.60,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 04:54:52:447),46.00,,226.02,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:44:48:110)
WebRequest,2023-01-27 05:04:56.806,04:54:54:248 -> 05:04:54:249,50, (2023-01-26 12:37:17:318),80.00, per minute,74.00,,0.0,,2.88,%,1.38,%,0.13,%,0.13,%,1011.53,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:04:44:123),799,,800,,46.00,,226.01,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:54:54:099),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.53,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:04:44:123),46.00,,226.01,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 04:54:54:099)
WebRequest,2023-01-27 05:14:56.823,05:04:54:249 -> 05:14:54:250,50, (2023-01-26 12:37:17:318),66.10, per minute,74.00,,0.0,,3.33,%,1.66,%,0.00,%,0.00,%,1011.46,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:14:38:238),661,,661,,46.00,,226.00,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:04:52:899),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.46,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:14:38:238),46.00,,226.00,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:04:52:899)
WebRequest,2023-01-27 05:24:56.842,05:14:54:250 -> 05:24:54:250,50, (2023-01-26 12:37:17:318),43.10, per minute,74.00,,0.0,,1.16,%,0.00,%,0.00,%,0.00,%,1011.42,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:24:22:096),431,,431,,46.00,,226.00,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:14:38:298),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.42,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:24:22:096),46.00,,226.00,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:14:38:298)
WebRequest,2023-01-27 05:34:56.861,05:24:54:250 -> 05:34:54:250,50, (2023-01-26 12:37:17:318),62.00, per minute,74.00,,0.0,,0.97,%,0.32,%,0.00,%,0.00,%,1011.36,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:30:15:722),620,,620,,46.00,,225.99,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:24:23:342),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.36,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:30:15:722),46.00,,225.99,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:24:23:342)
WebRequest,2023-01-27 05:44:57.017,05:34:54:250 -> 05:44:54:250,50, (2023-01-26 12:37:17:318),66.70, per minute,74.00,,0.0,,0.90,%,0.45,%,0.15,%,0.15,%,1011.29,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:43:41:601),667,,667,,46.00,,225.97,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:34:49:779),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.29,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:43:41:601),46.00,,225.97,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:34:49:779)
WebRequest,2023-01-27 05:54:57.032,05:44:54:250 -> 05:54:54:250,50, (2023-01-26 12:37:17:318),47.80, per minute,74.00,,0.0,,0.21,%,0.21,%,0.00,%,0.00,%,1011.25,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:53:20:194),478,,478,,46.00,,225.98,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:44:42:452),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.25,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 05:53:20:194),46.00,,225.98,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:44:42:452)
WebRequest,2023-01-27 06:04:57.047,05:54:54:250 -> 06:04:54:251,50, (2023-01-26 12:37:17:318),20.60, per minute,74.00,,0.0,,0.49,%,0.00,%,0.00,%,0.00,%,1011.22,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:04:17:749),206,,206,,46.00,,225.98,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:53:27:425),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.22,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:04:17:749),46.00,,225.98,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 05:53:27:425)
WebRequest,2023-01-27 06:14:57.064,06:04:54:251 -> 06:14:54:251,50, (2023-01-26 12:37:17:318),29.50, per minute,74.00,,0.0,,1.69,%,0.34,%,0.00,%,0.00,%,1011.20,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:13:50:527),295,,295,,46.00,,225.97,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:04:49:130),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.20,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:13:50:527),46.00,,225.97,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:04:49:130)
WebRequest,2023-01-27 06:24:57.083,06:14:54:251 -> 06:24:54:252,50, (2023-01-26 12:37:17:318),31.90, per minute,74.00,,0.0,,2.82,%,1.57,%,0.00,%,0.00,%,1011.16,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:23:46:092),319,,319,,46.00,,225.97,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:13:50:528),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.16,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:23:46:092),46.00,,225.97,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:13:50:528)
WebRequest,2023-01-27 06:34:57.108,06:24:54:252 -> 06:34:54:252,50, (2023-01-26 12:37:17:318),22.80, per minute,74.00,,0.0,,0.44,%,0.00,%,0.00,%,0.00,%,1011.14,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:33:50:362),228,,228,,46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:24:43:581),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.14,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:33:50:362),46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:24:43:581)
WebRequest,2023-01-27 06:44:57.125,06:34:54:252 -> 06:44:54:252,50, (2023-01-26 12:37:17:318),14.70, per minute,74.00,,0.0,,0.00,%,0.00,%,0.00,%,0.00,%,1011.13,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:42:12:348),147,,147,,46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:34:50:281),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.13,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:42:12:348),46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:34:50:281)
WebRequest,2023-01-27 06:54:57.144,06:44:54:252 -> 06:54:54:252,50, (2023-01-26 12:37:17:318),4.60, per minute,74.00,,0.0,,0.00,%,0.00,%,0.00,%,0.00,%,1011.12,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:51:55:741),46,,46,,46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:43:32:626),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.12,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 06:51:55:741),46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:43:32:626)
WebRequest,2023-01-27 07:04:57.162,06:54:54:252 -> 07:04:54:252,50, (2023-01-26 12:37:17:318),22.30, per minute,74.00,,0.0,,7.17,%,6.73,%,1.79,%,1.79,%,1011.11,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:04:24:027),223,,223,,46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:54:50:064),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.11,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:04:24:027),46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 06:54:50:064)
WebRequest,2023-01-27 07:14:57.178,07:04:54:252 -> 07:14:54:253,50, (2023-01-26 12:37:17:318),26.00, per minute,74.00,,0.0,,0.38,%,0.38,%,0.38,%,0.00,%,1011.08,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:10:18:272),260,,260,,46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:04:51:128),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.08,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:10:18:272),46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:04:51:128)
WebRequest,2023-01-27 07:24:57.194,07:14:54:253 -> 07:24:54:253,50, (2023-01-26 12:37:17:318),3.70, per minute,74.00,,0.0,,8.11,%,5.41,%,0.00,%,0.00,%,1011.08,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:21:55:440),37,,37,,46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:14:25:704),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.08,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:21:55:440),46.00,,225.96,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:14:25:704)
WebRequest,2023-01-27 07:34:57.211,07:24:54:253 -> 07:34:54:253,50, (2023-01-26 12:37:17:318),10.60, per minute,74.00,,0.0,,0.00,%,0.00,%,0.00,%,0.00,%,1011.07,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:27:03:194),106,,106,,46.00,,225.95,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:23:15:124),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.07,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:27:03:194),46.00,,225.95,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:23:15:124)
WebRequest,2023-01-27 07:44:57.229,07:34:54:253 -> 07:44:54:253,50, (2023-01-26 12:37:17:318),24.10, per minute,74.00,,0.0,,2.90,%,0.83,%,0.00,%,0.00,%,1011.05,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:42:34:099),241,,241,,46.00,,225.95,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:34:52:311),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.05,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:42:34:099),46.00,,225.95,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:34:52:311)
WebRequest,2023-01-27 07:54:57.245,07:44:54:253 -> 07:54:54:253,50, (2023-01-26 12:37:17:318),12.30, per minute,74.00,,0.0,,0.81,%,0.00,%,0.00,%,0.00,%,1011.03,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:51:56:389),123,,123,,46.00,,225.95,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:43:34:483),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.03,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 07:51:56:389),46.00,,225.95,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:43:34:483)
WebRequest,2023-01-27 08:04:57.264,07:54:54:253 -> 08:04:54:253,50, (2023-01-26 12:37:17:318),14.20, per minute,74.00,,0.0,,0.00,%,0.00,%,0.00,%,0.00,%,1011.02,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:02:17:660),142,,142,,46.00,,225.94,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:53:16:133),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.02,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:02:17:660),46.00,,225.94,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 07:53:16:133)
WebRequest,2023-01-27 08:14:57.282,08:04:54:253 -> 08:14:54:253,50, (2023-01-26 12:37:17:318),20.30, per minute,74.00,,0.0,,3.45,%,0.99,%,0.00,%,0.00,%,1011.00,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:12:33:515),203,,203,,46.00,,225.94,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:04:53:196),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.00,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:12:33:515),46.00,,225.94,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:04:53:196)
WebRequest,2023-01-27 08:24:57.299,08:14:54:253 -> 08:24:54:253,50, (2023-01-26 12:37:17:318),10.40, per minute,74.00,,0.0,,0.00,%,0.00,%,0.00,%,0.00,%,1010.99,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:17:13:196),104,,104,,46.00,,225.94,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:14:35:515),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1010.99,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:17:13:196),46.00,,225.94,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:14:35:515)
WebRequest,2023-01-27 08:34:57.319,08:24:54:253 -> 08:34:54:254,50, (2023-01-26 12:37:17:318),23.80, per minute,74.00,,0.0,,2.52,%,0.84,%,0.42,%,0.42,%,1010.97,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:34:05:270),239,,238,,46.00,,225.93,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:23:17:316),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1010.97,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:34:05:270),46.00,,225.93,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:23:17:316)
WebRequest,2023-01-27 08:44:57.842,08:34:54:254 -> 08:44:54:254,50, (2023-01-26 12:37:17:318),9.30, per minute,74.00,,10.0,,31.18,%,30.11,%,23.66,%,20.43,%,1011.06,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:38:48:536),93,,93,,46.00,,225.95,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:34:54:244),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.06,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:38:48:536),46.00,,225.95,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:34:54:244)
WebRequest,2023-01-27 08:54:57.864,08:44:54:254 -> 08:54:54:254,50, (2023-01-26 12:37:17:318),6.60, per minute,74.00,,185.0,,46.97,%,42.42,%,36.36,%,19.70,%,1011.14,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:50:53:082),65,,66,,46.00,,226.27,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:43:36:355),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.14,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 08:50:53:082),46.00,,226.27,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:43:36:355)
WebRequest,2023-01-27 09:04:57.879,08:54:54:254 -> 09:04:54:254,50, (2023-01-26 12:37:17:318),45.10, per minute,74.00,,0.0,,2.88,%,2.88,%,2.66,%,2.66,%,1011.21,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:04:16:669),451,,451,,46.00,,226.62,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:54:20:874),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.21,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:04:16:669),46.00,,226.62,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 08:54:20:874)
WebRequest,2023-01-27 09:14:57.896,09:04:54:254 -> 09:14:54:254,50, (2023-01-26 12:37:17:318),5.50, per minute,74.00,,0.0,,12.73,%,3.64,%,3.64,%,3.64,%,1011.22,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:08:26:910),55,,55,,46.00,,227.08,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:04:16:669),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.22,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:08:26:910),46.00,,227.08,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:04:16:669)
WebRequest,2023-01-27 09:24:57.911,09:14:54:254 -> 09:24:54:254,50, (2023-01-26 12:37:17:318),19.00, per minute,74.00,,0.0,,1.58,%,0.53,%,0.00,%,0.00,%,1011.20,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:24:50:450),190,,190,,46.00,,227.16,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:13:37:242),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.20,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:24:50:450),46.00,,227.16,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:13:37:242)
WebRequest,2023-01-27 09:34:57.926,09:24:54:254 -> 09:34:54:254,50, (2023-01-26 12:37:17:318),25.80, per minute,74.00,,0.0,,1.94,%,0.39,%,0.39,%,0.39,%,1011.18,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:34:16:862),258,,258,,46.00,,227.16,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:24:50:450),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.18,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:34:16:862),46.00,,227.16,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:24:50:450)
WebRequest,2023-01-27 09:44:57.946,09:34:54:254 -> 09:44:54:254,50, (2023-01-26 12:37:17:318),13.90, per minute,74.00,,0.0,,0.00,%,0.00,%,0.00,%,0.00,%,1011.16,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:42:18:183),139,,139,,46.00,,227.16,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:34:16:891),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.16,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:42:18:183),46.00,,227.16,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:34:16:891)
WebRequest,2023-01-27 09:54:57.964,09:44:54:254 -> 09:54:54:254,50, (2023-01-26 12:37:17:318),25.00, per minute,74.00,,0.0,,3.60,%,0.80,%,0.00,%,0.00,%,1011.14,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:53:16:926),250,,250,,46.00,,227.15,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:44:30:140),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.14,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 09:53:16:926),46.00,,227.15,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:44:30:140)
WebRequest,2023-01-27 10:04:57.980,09:54:54:254 -> 10:04:54:254,50, (2023-01-26 12:37:17:318),65.50, per minute,74.00,,0.0,,2.60,%,1.07,%,0.00,%,0.00,%,1011.07,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 10:04:46:240),655,,655,,46.00,,227.14,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:54:49:478),50, (2023-01-26 12:37:17:318),4210.00, (2023-01-23 12:30:55 -> 2023-01-23 12:31:55),74.00,,1011.07,,1646187, (2023-01-26 18:06:50:343),0, (2023-01-27 10:04:46:240),46.00,,227.14,,83481, (2023-01-23 16:08:09:707),0, (2023-01-27 09:54:49:478)
